time, rwSpeed, eState, eSpeed, ePID, eP, eI, eD, pState, pEncoder, pLoadCell, pCurrent, pPID, sState, sEncoder, sLoadCell, sCurrent, sPID, sEncoderPID, sLoadCellPID, sLoadCellP, sLoadCellI, sLoadCellD
63164179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63174180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63184176,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63194174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63204184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63214182,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63224167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63234166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63244184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63254184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63264180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63274179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63284168,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63294169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63304175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63314172,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63324174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63334174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63344174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63354184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63364164,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63374165,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63384167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63394164,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63404166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63414166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63424175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63434180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63444184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63454165,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63464167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63474171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63484167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63494166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63504178,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63514171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63524174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,3,0,0,0,0,0,0
63534175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63544176,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63554180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63564181,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63574171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63584170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63594170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63604170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63614171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63624167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63634174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63644175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63654167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63664167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63674169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63684167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63694166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63704184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63714206,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63724178,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63734174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63744174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63754172,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63764171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63774171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63784167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63794175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63804183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63814180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63824177,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63834175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63844171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63854171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63864169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63874177,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63884183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63894167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63904166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63914167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63924184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63934184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63944173,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63954174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63964257,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63974183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63984164,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
63994166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64004184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64014165,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64024175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64034179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64044183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64054167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64064167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64074166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64084183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64094174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64104177,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64114180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64124183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64134166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64144181,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64154179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64164170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64174174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64184174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64194173,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64204170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64214254,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64224178,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64234181,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64244171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64254166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64264169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64274170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64284165,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64294164,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64304167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64314174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64324174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64334172,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64344174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64354170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64364171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64374169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64384215,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64394184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64404181,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64414179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64424178,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64434178,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64444175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64454173,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64464166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64474166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64484174,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64494172,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64504170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64514170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64524169,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64534177,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64544183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64554167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64564184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64574184,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64584166,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64594185,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64604183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64614171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64624172,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64634179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64644175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64654175,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64664177,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64674180,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64684167,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64694170,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64704171,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64714179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64724183,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64734179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
64744179,0,1,0,0,0,0,0,3,11,-38,1,0,3,110,36,1,0,0,0,0,0,0
