time, rwSpeed, eState, eSpeed, ePID, eP, eI, eD, pState, pEncoder, pLoadCell, pCurrent, pPID, sState, sEncoder, sLoadCell, sCurrent, sPID, sEncoderPID, sLoadCellPID, sLoadCellP, sLoadCellI, sLoadCellD
453564182,0,1,1795,852,-13,865,0,4,111848055,3435,27,256,112,-50111991,24063,3,1024,5472,0,1,71,-13
453874185,0,1,2066,858,-3,861,0,4,5452,1,78,-13,4,32201,-2,84,15,93,-70,9,-79,0
453884184,0,1,2064,858,-3,861,0,4,5426,1,84,-12,4,32231,-2,109,15,92,-69,9,-79,0
453894186,0,1,2056,858,-3,861,0,4,5396,1,43,-11,4,32266,-2,62,15,91,-69,9,-79,0
453904198,0,1,2043,858,-3,861,0,4,5362,1,46,-10,4,32307,-2,71,15,89,-69,9,-79,0
453914188,0,1,1787,858,-3,861,0,4,5325,1,44,-9,4,32352,-2,74,15,88,-69,9,-79,0
453924185,0,1,1782,858,-3,861,0,4,5286,1,27,-8,4,32400,-3,57,15,87,-69,9,-78,0
453934195,0,1,1776,858,-3,861,0,4,5245,1,32,-7,4,32452,-4,68,15,85,-70,8,-78,0
453944193,0,1,1771,858,-3,861,0,4,5203,1,16,-5,4,32507,-5,46,13,83,-70,8,-78,0
453954181,0,1,1768,858,-3,861,0,4,5161,1,13,-4,4,32562,-5,47,12,82,-70,8,-78,0
453964188,0,1,1772,858,-3,861,0,4,5119,1,11,-3,4,32618,-7,59,9,80,-71,7,-78,0
453974198,0,1,1776,858,-3,861,0,4,5077,1,5,-2,4,32671,-11,26,6,78,-72,6,-78,0
453984200,0,1,1782,858,-3,861,0,4,5036,1,4,0,4,32719,-16,23,3,77,-74,4,-78,0
453994183,0,1,1786,858,-3,861,0,4,4996,0,0,0,4,32762,-21,6,0,76,-76,2,-78,0
454004184,0,1,1797,858,-3,861,0,4,4957,0,0,1,4,32796,-27,0,-3,75,-78,0,-78,0
454014183,0,1,1802,858,-3,861,0,4,4930,0,114,2,4,32814,-32,58,-6,74,-80,-1,-78,0
454024183,0,1,1799,858,-3,861,0,4,4915,0,50,2,4,32815,-36,31,-7,74,-81,-3,-78,0
454034186,0,1,1794,858,-3,861,0,4,4906,-1,25,3,4,32810,-36,44,-7,74,-81,-3,-78,0
