time, rwSpeed, eState, eSpeed, ePID, eP, eI, eD, pState, pEncoder, pLoadCell, pCurrent, pPID, sState, sEncoder, sLoadCell, sCurrent, sPID, sEncoderPID, sLoadCellPID, sLoadCellP, sLoadCellI, sLoadCellD
17674163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,-21846,24093,280,0,1,0
18384173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18394173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,28,0,0,0,0,0,0
18404171,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18414181,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18424181,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18434166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18444167,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
18454166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18464165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18474167,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18484174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18494172,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18504171,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,33,0,0,0,0,0,0
18514172,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18524174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,33,0,0,0,0,0,0
18534174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,33,0,0,0,0,0,0
18544174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,25,0,0,0,0,0,0
18554173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,2,0,0,0,0,0,0
18564165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18574183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18584165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,33,0,0,0,0,0,0
18594165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,32,0,0,0,0,0,0
18604166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
18614166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18624166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18634180,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18644177,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18654177,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18664183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
18674181,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18684164,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18694165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,32,0,0,0,0,0,0
18704177,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18714163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,19,0,0,0,0,0,0
18724166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,28,0,0,0,0,0,0
18734163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
18744181,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,34,0,0,0,0,0,0
18754183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18764244,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,0,0,0,0,0,0,0
18774166,0,1,0,0,0,0,0,3,27,-94,2,0,3,600,1,29,0,0,0,0,0,0
18784174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,28,0,0,0,0,0,0
18794183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,25,0,0,0,0,0,0
18804163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18814164,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18824183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18834182,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,25,0,0,0,0,0,0
18844180,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18854173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18864166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18874166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18884163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18894183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18904165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18914165,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,28,0,0,0,0,0,0
18924174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
18934164,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18944163,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18954179,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,27,0,0,0,0,0,0
18964182,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
18974181,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
18984183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,26,0,0,0,0,0,0
18994182,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
19004171,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
19014171,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
19024173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,32,0,0,0,0,0,0
19034174,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
19044175,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,32,0,0,0,0,0,0
19054173,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,33,0,0,0,0,0,0
19064172,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
19074182,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
19084164,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,31,0,0,0,0,0,0
19094164,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
19104166,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,28,0,0,0,0,0,0
19114183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,29,0,0,0,0,0,0
19124183,0,1,0,0,0,0,0,3,27,-94,0,0,3,600,1,30,0,0,0,0,0,0
