time, rwSpeed, eState, eSpeed, ePID, eP, eI, eD, pState, pEncoder, pLoadCell, pCurrent, pPID, sState, sEncoder, sLoadCell, sCurrent, sPID, sEncoderPID, sLoadCellPID, sLoadCellP, sLoadCellI, sLoadCellD
84644188,0,1,2353,946,-8,955,0,4,4955,1,2,1,4,32908,-22,19,3,71,-68,2,-70,0
84654188,0,1,2361,946,-8,955,0,4,4955,1,2,1,4,32908,-22,22,3,71,-68,2,-70,0
84664187,0,1,2035,946,-8,955,0,4,4955,1,4,1,4,32909,-22,29,3,71,-68,2,-70,0
84674189,0,1,2055,946,-8,955,0,4,4956,1,3,1,4,32909,-22,19,3,71,-68,2,-70,0
84684188,0,1,1800,946,-8,955,0,4,4956,1,3,1,4,32909,-22,24,3,71,-68,2,-70,0
84694259,0,1,1805,946,-8,955,0,4,4956,1,4,1,4,32909,-22,26,3,71,-68,2,-70,0
84704189,0,1,1813,946,-8,955,0,4,4956,1,3,1,4,32909,-22,21,3,71,-68,2,-70,0
84714188,0,1,1820,946,-8,955,0,4,4956,1,3,1,4,32909,-22,26,3,71,-68,2,-70,0
84724188,0,1,1810,946,-8,955,0,4,4956,1,2,1,4,32909,-22,17,3,71,-68,2,-70,0
84734187,0,1,1802,946,-8,955,0,4,4956,1,2,1,4,32909,-22,22,3,71,-68,2,-70,0
84744188,0,1,1792,946,-8,955,0,4,4956,1,4,1,4,32909,-22,29,3,71,-68,2,-70,0
84754187,0,1,1784,946,-8,955,0,4,4956,1,2,1,4,32909,-22,20,3,71,-68,2,-70,0
84764190,0,1,1777,946,-8,955,0,4,4956,1,3,1,4,32909,-22,26,3,71,-68,2,-70,0
84774188,0,1,1767,946,-8,955,0,4,4956,1,6,1,4,32909,-22,27,3,71,-68,2,-70,0
84784191,0,1,1757,946,-8,955,0,4,4956,1,3,1,4,32909,-22,21,3,71,-68,2,-70,0
84794191,0,1,1760,946,-8,955,0,4,4956,1,3,1,4,32909,-22,26,3,71,-68,2,-70,0
84804192,0,1,1764,946,-8,955,0,4,4956,1,1,1,4,32909,-22,19,3,71,-68,2,-70,0
84814192,0,1,1770,946,-8,955,0,4,4956,1,3,1,4,32909,-22,24,3,71,-68,2,-70,0
84824192,0,1,1774,946,-8,955,0,4,4956,1,4,1,4,32909,-22,30,3,71,-68,2,-70,0
84834188,0,1,1784,946,-8,955,0,4,4956,1,2,1,4,32909,-22,20,3,71,-68,2,-70,0
84844197,0,1,1787,946,-8,955,0,4,4956,1,3,1,4,32909,-22,26,3,71,-68,2,-70,0
84854197,0,1,1789,946,-8,955,0,4,4956,1,3,1,4,32909,-22,27,3,71,-68,2,-70,0
84864195,0,1,1789,946,-8,955,0,4,4957,1,2,1,4,32909,-22,22,3,71,-68,2,-70,0
84874194,0,1,1787,946,-8,955,0,4,4957,1,3,1,4,32909,-22,29,3,71,-68,2,-70,0
84884193,0,1,1786,946,-8,955,0,4,4957,1,2,1,4,32909,-22,19,3,71,-68,2,-70,0
84894193,0,1,1784,946,-8,955,0,4,4957,1,3,1,4,32909,-22,25,3,71,-68,2,-70,0
84904188,0,1,1783,946,-8,955,0,4,4957,1,4,1,4,32909,-22,34,4,71,-67,2,-69,0
84914187,0,1,1783,946,-8,955,0,4,4957,1,3,1,4,32909,-22,29,4,71,-67,2,-69,0
84924195,0,1,1785,946,-8,955,0,4,4957,1,3,1,4,32909,-22,36,4,71,-67,2,-69,0
84934193,0,1,1793,946,-8,955,0,4,4957,1,5,1,4,32909,-22,29,4,71,-67,2,-69,0
84944193,0,1,1795,946,-8,955,0,4,4957,1,3,1,4,32909,-22,30,4,71,-67,2,-69,0
84954192,0,1,1798,946,-8,955,0,4,4957,1,3,1,4,32909,-22,39,4,71,-67,2,-69,0
84964192,0,1,1802,946,-8,955,0,4,4957,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
84974185,0,1,1807,946,-8,955,0,4,4957,1,3,1,4,32909,-22,36,4,71,-67,2,-69,0
84984186,0,1,1808,946,-8,955,0,4,4957,1,4,1,4,32909,-22,37,4,71,-67,2,-69,0
84994227,0,1,1802,946,-8,955,0,4,4957,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
85004193,0,1,1795,946,-8,955,0,4,4957,1,4,1,4,32909,-22,38,4,71,-67,2,-69,0
85014192,0,1,1791,946,-8,955,0,4,4957,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
85024192,0,1,1784,946,-8,955,0,4,4957,1,3,1,4,32909,-22,31,4,71,-67,2,-69,0
85034193,0,1,1779,946,-8,955,0,4,4957,1,2,1,4,32909,-22,39,4,71,-67,2,-69,0
85044187,0,1,1765,946,-8,955,0,4,4957,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
85054188,0,1,1768,946,-8,955,0,4,4957,1,3,1,4,32909,-22,35,4,71,-67,2,-69,0
85064188,0,1,1774,946,-8,955,0,4,4957,1,2,1,4,32909,-22,36,4,71,-67,2,-69,0
85074196,0,1,1780,946,-8,955,0,4,4958,1,3,1,4,32909,-22,29,4,71,-67,2,-69,0
85084196,0,1,1787,946,-8,955,0,4,4958,1,4,1,4,32909,-22,38,4,71,-67,2,-69,0
85094196,0,1,1799,946,-8,955,0,4,4958,1,3,1,4,32909,-22,25,4,71,-67,2,-69,0
85104195,0,1,1808,946,-8,955,0,4,4958,1,2,1,4,32909,-22,31,4,71,-67,2,-69,0
85114187,0,1,1816,946,-8,955,0,4,4958,1,3,1,4,32909,-22,38,4,71,-67,2,-69,0
85124186,0,1,1814,946,-8,955,0,4,4958,1,1,1,4,32909,-22,27,4,71,-67,2,-69,0
85134184,0,1,1809,946,-8,955,0,4,4958,1,3,1,4,32909,-22,36,4,71,-67,2,-69,0
85144184,0,1,1796,946,-8,955,0,4,4958,1,4,1,4,32909,-22,29,4,71,-67,2,-69,0
85154193,0,1,1791,946,-8,955,0,4,4958,1,3,1,4,32909,-22,30,4,71,-67,2,-69,0
85164194,0,1,1785,946,-8,955,0,4,4958,1,4,1,4,32909,-22,39,4,71,-67,2,-69,0
85174236,0,1,1778,946,-8,955,0,4,4958,1,3,1,4,32909,-22,37,4,71,-67,2,-69,0
85184187,0,1,1772,946,-8,955,0,4,4958,1,2,1,4,32909,-22,32,4,71,-67,2,-69,0
85194187,0,1,1770,946,-8,955,0,4,4958,1,3,1,4,32909,-22,39,4,71,-67,2,-69,0
85204186,0,1,1773,946,-8,955,0,4,4958,1,2,1,4,32909,-22,28,4,71,-67,2,-69,0
85214184,0,1,1773,946,-8,955,0,4,4958,1,3,1,4,32909,-22,38,4,71,-67,2,-69,0
85224184,0,1,1774,946,-8,955,0,4,4958,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
85234192,0,1,1776,946,-8,955,0,4,4958,1,3,1,4,32909,-22,31,4,71,-67,2,-69,0
85244187,0,1,1777,946,-8,955,0,4,4958,1,4,1,4,32909,-22,41,4,71,-67,2,-69,0
85254187,0,1,1779,946,-8,955,0,4,4958,1,3,1,4,32909,-22,27,4,71,-67,2,-69,0
85264188,0,1,1781,946,-8,955,0,4,4958,1,3,1,4,32909,-22,34,4,71,-67,2,-69,0
85274188,0,1,1783,946,-8,955,0,4,4958,1,3,1,4,32909,-22,38,4,71,-67,2,-69,0
85284188,0,1,1785,946,-8,955,0,4,4958,1,3,1,4,32909,-22,28,4,71,-67,2,-69,0
85294188,0,1,1788,946,-8,955,0,4,4958,1,3,1,4,32909,-22,39,4,71,-67,2,-69,0
85304199,0,1,1793,946,-8,955,0,4,4958,1,5,1,4,32909,-22,28,4,71,-67,2,-69,0
85314193,0,1,1795,946,-8,955,0,4,4958,1,3,1,4,32909,-22,31,4,71,-67,2,-69,0
85324192,0,1,1796,946,-8,955,0,4,4958,1,4,1,4,32909,-22,41,4,71,-67,2,-69,0
85334193,0,1,1797,946,-8,955,0,4,4958,1,2,1,4,32909,-22,26,4,71,-67,2,-69,0
85344193,0,1,1797,946,-8,955,0,4,4958,1,2,1,4,32909,-22,34,4,71,-67,2,-69,0
85354193,0,1,1796,946,-8,955,0,4,4958,1,3,1,4,32909,-22,38,4,71,-67,2,-69,0
85364193,0,1,1795,946,-8,955,0,4,4959,1,2,1,4,32909,-22,29,4,71,-67,2,-69,0
85374193,0,1,1796,946,-8,955,0,4,4959,1,3,1,4,32909,-22,38,4,71,-67,2,-69,0
85384195,0,1,1796,946,-8,955,0,4,4959,1,2,1,4,32909,-22,25,4,71,-67,2,-69,0
85394194,0,1,1799,946,-8,955,0,4,4959,1,3,1,4,32909,-22,32,4,71,-67,2,-69,0
85404194,0,1,1804,946,-8,955,0,4,4959,1,4,1,4,32909,-22,41,5,71,-66,2,-68,0
85414193,0,1,1808,946,-8,955,0,4,4959,1,2,1,4,32910,-22,31,5,71,-66,2,-68,0
85424193,0,1,1810,946,-8,955,0,4,4959,1,2,1,4,32910,-22,43,5,71,-66,2,-68,0
85434192,0,1,1813,946,-8,955,0,4,4959,1,1,1,4,32910,-22,41,5,71,-66,2,-68,0
85444192,0,1,1820,946,-8,955,0,4,4959,1,2,1,4,32910,-22,36,5,71,-66,2,-68,0
85454185,0,1,1817,946,-8,955,0,4,4959,1,4,1,4,32910,-22,47,5,71,-66,2,-68,0
85464193,0,1,1810,946,-8,955,0,4,4959,1,2,1,4,32910,-22,30,5,71,-66,2,-68,0
85474192,0,1,1805,946,-8,955,0,4,4959,1,3,1,4,32910,-22,41,5,71,-66,2,-68,0
85484192,0,1,1798,946,-8,955,0,4,4959,1,4,1,4,32910,-22,48,5,71,-66,2,-68,0
85494192,0,1,1792,946,-8,955,0,4,4959,1,2,1,4,32910,-22,33,5,71,-66,2,-68,0
85504193,0,1,1779,946,-8,955,0,4,4959,1,3,1,4,32910,-22,43,5,71,-66,2,-68,0
85514194,0,1,1772,946,-8,955,0,4,4959,1,5,1,4,32910,-22,37,5,71,-66,2,-68,0
85524187,0,1,1773,946,-8,955,0,4,4959,1,3,1,4,32910,-22,37,5,71,-66,2,-68,0
85534209,0,1,1779,946,-8,955,0,4,4959,1,3,1,4,32910,-22,46,5,71,-66,2,-68,0
85544196,0,1,1783,946,-8,955,0,4,4959,1,3,1,4,32910,-22,30,5,71,-66,2,-68,0
85554195,0,1,1796,946,-8,955,0,4,4959,1,3,1,4,32910,-22,40,5,71,-66,2,-68,0
85564193,0,1,1800,946,-8,955,0,4,4959,1,5,1,4,32910,-22,47,5,71,-66,2,-68,0
85574193,0,1,1807,946,-8,955,0,4,4959,1,2,1,4,32910,-22,33,5,71,-66,2,-68,0
85584192,0,1,1812,946,-8,955,0,4,4959,1,2,1,4,32910,-22,44,5,71,-66,2,-68,0
85594186,0,1,1810,946,-8,955,0,4,4959,1,2,1,4,32910,-22,30,5,71,-66,2,-68,0
85604187,0,1,1795,946,-8,955,0,4,4959,1,2,1,4,32910,-22,37,5,71,-66,2,-68,0
85614194,0,1,1787,946,-8,955,0,4,4959,1,4,1,4,32910,-22,49,5,71,-66,2,-68,0
85624194,0,1,1781,946,-8,955,0,4,4960,1,3,1,4,32910,-22,31,5,71,-66,2,-68,0
85634193,0,1,1772,946,-8,955,0,4,4960,1,4,1,4,32910,-22,42,5,71,-66,2,-68,0
85644193,0,1,1763,946,-8,955,0,4,4960,1,4,1,4,32910,-22,47,5,71,-66,2,-68,0
85654194,0,1,1756,946,-8,955,0,4,4960,1,1,1,4,32910,-22,32,5,71,-66,2,-68,0
85664187,0,1,1764,946,-8,955,0,4,4960,1,2,1,4,32910,-22,45,5,71,-66,2,-68,0
85674187,0,1,1771,946,-8,955,0,4,4960,1,2,1,4,32910,-22,28,5,71,-66,2,-68,0
85684187,0,1,1776,946,-8,955,0,4,4960,1,3,1,4,32910,-22,38,5,71,-66,2,-68,0
85694196,0,1,1781,946,-8,955,0,4,4960,1,4,1,4,32910,-22,48,5,71,-66,2,-68,0
85704197,0,1,1788,946,-8,955,0,4,4960,1,2,1,4,32910,-22,32,5,71,-66,2,-68,0
85714199,0,1,1803,946,-8,955,0,4,4960,1,4,1,4,32910,-22,42,5,71,-66,2,-68,0
85724262,0,1,1803,946,-8,955,0,4,4960,1,3,1,4,32910,-22,46,5,71,-66,2,-68,0
85734192,0,1,1801,946,-8,955,0,4,4960,1,2,1,4,32910,-22,35,5,71,-66,2,-68,0
85744192,0,1,1798,946,-8,955,0,4,4960,1,4,1,4,32910,-22,46,5,71,-66,2,-68,0
85754192,0,1,1798,946,-8,955,0,4,4960,1,4,1,4,32910,-22,29,5,71,-66,2,-68,0
85764192,0,1,1794,946,-8,955,0,4,4960,1,3,1,4,32910,-22,40,5,71,-66,2,-68,0
85774181,0,1,1793,946,-8,955,0,4,4960,1,4,1,4,32910,-22,47,5,71,-66,2,-68,0
85784182,0,1,1791,946,-8,955,0,4,4960,1,3,1,4,32910,-22,33,5,71,-66,2,-68,0
85794195,0,1,1790,946,-8,955,0,4,4960,1,3,1,4,32910,-22,45,5,71,-66,2,-68,0
85804194,0,1,1790,946,-8,955,0,4,4960,1,3,1,4,32910,-22,39,5,71,-66,2,-68,0
85814193,0,1,1790,946,-8,955,0,4,4960,1,2,1,4,32910,-22,34,5,71,-66,2,-68,0
85824192,0,1,1789,946,-8,955,0,4,4960,1,3,1,4,32910,-22,47,5,71,-66,2,-68,0
85834192,0,1,1790,946,-8,955,0,4,4960,1,2,1,4,32910,-22,30,5,71,-66,2,-68,0
85844202,0,1,1789,946,-8,955,0,4,4960,1,3,1,4,32910,-22,39,5,71,-66,2,-68,0
85854181,0,1,1790,946,-8,955,0,4,4960,1,4,1,4,32910,-22,47,5,71,-66,2,-68,0
85864196,0,1,1786,946,-8,955,0,4,4960,1,3,1,4,32910,-22,33,5,71,-66,2,-68,0
85874196,0,1,1784,946,-8,955,0,4,4960,1,4,1,4,32910,-22,45,5,71,-66,2,-68,0
85884196,0,1,1783,946,-8,955,0,4,4960,1,4,1,4,32910,-22,33,5,71,-66,2,-68,0
85894196,0,1,1780,946,-8,955,0,4,4960,1,2,1,4,32910,-22,37,5,71,-66,2,-68,0
85904196,0,1,1777,946,-8,955,0,4,4960,1,4,1,4,32910,-22,48,6,71,-65,2,-67,0
85914195,0,1,1775,946,-8,955,0,4,4960,1,2,1,4,32910,-22,39,6,71,-65,2,-67,0
85924182,0,1,1774,946,-8,955,0,4,4960,1,3,1,4,32910,-22,57,6,71,-65,2,-67,0
85934196,0,1,1773,946,-8,955,0,4,4961,1,4,1,4,32910,-22,64,6,71,-65,2,-67,0
85944196,0,1,1775,946,-8,955,0,4,4961,1,3,1,4,32910,-22,49,6,71,-65,2,-67,0
85954197,0,1,1776,946,-8,955,0,4,4961,1,4,1,4,32910,-22,60,6,71,-65,2,-67,0
85964196,0,1,1778,946,-8,955,0,4,4961,1,4,1,4,32910,-22,40,6,71,-65,2,-67,0
85974196,0,1,1780,946,-8,955,0,4,4961,1,2,1,4,32910,-22,51,6,71,-65,2,-67,0
85984196,0,1,1780,946,-8,955,0,4,4961,1,3,1,4,32910,-22,64,6,71,-65,2,-67,0
85994195,0,1,1783,946,-8,955,0,4,4961,1,2,1,4,32910,-22,40,6,71,-65,2,-67,0
86004198,0,1,1789,946,-8,955,0,4,4961,1,5,1,4,32910,-22,54,6,71,-65,2,-67,0
86014199,0,1,1792,946,-8,955,0,4,4961,1,4,1,4,32911,-22,57,6,71,-65,2,-67,0
86024201,0,1,1798,946,-8,955,0,4,4961,1,3,1,4,32911,-22,44,6,71,-65,2,-67,0
86034202,0,1,1802,946,-8,955,0,4,4961,1,4,1,4,32911,-22,58,6,71,-65,2,-67,0
86044202,0,1,1806,946,-8,955,0,4,4961,1,1,1,4,32911,-22,39,6,71,-65,2,-67,0
86054181,0,1,1811,946,-8,955,0,4,4961,1,2,1,4,32911,-22,55,6,71,-65,2,-67,0
86064182,0,1,1808,946,-8,955,0,4,4961,1,3,1,4,32911,-22,63,6,71,-65,2,-67,0
86074195,0,1,1791,946,-8,955,0,4,4961,1,2,1,4,32911,-22,40,6,71,-65,2,-67,0
86084184,0,1,1785,946,-8,955,0,4,4961,1,4,1,4,32911,-22,56,6,71,-65,2,-67,0
86094183,0,1,1775,946,-8,955,0,4,4961,1,4,1,4,32911,-22,46,6,71,-65,2,-67,0
86104182,0,1,1768,946,-8,955,0,4,4961,1,3,1,4,32911,-22,48,6,71,-65,2,-67,0
86114181,0,1,1759,946,-8,955,0,4,4961,1,3,1,4,32911,-22,60,6,71,-65,2,-67,0
86124202,0,1,1751,946,-8,955,0,4,4961,1,1,1,4,32911,-22,35,6,71,-65,2,-67,0
86134182,0,1,1758,946,-8,955,0,4,4961,1,2,1,4,32911,-22,53,6,71,-65,2,-67,0
86144195,0,1,1763,946,-8,955,0,4,4961,1,4,1,4,32911,-22,57,6,71,-65,2,-67,0
86154183,0,1,1769,946,-8,955,0,4,4961,1,3,1,4,32911,-22,43,6,71,-65,2,-67,0
86164182,0,1,1776,946,-8,955,0,4,4961,1,4,1,4,32911,-22,59,6,71,-65,2,-67,0
86174183,0,1,1780,946,-8,955,0,4,4961,1,2,1,4,32911,-22,39,6,71,-65,2,-67,0
86184183,0,1,1793,946,-8,955,0,4,4961,1,3,1,4,32911,-22,50,6,71,-65,2,-67,0
86194183,0,1,1797,946,-8,955,0,4,4961,1,4,1,4,32911,-22,60,6,71,-65,2,-67,0
86204203,0,1,1798,946,-8,955,0,4,4962,1,2,1,4,32911,-22,38,6,71,-65,2,-67,0
86214196,0,1,1801,946,-8,955,0,4,4962,1,3,1,4,32911,-22,52,6,71,-65,2,-67,0
86224196,0,1,1802,946,-8,955,0,4,4962,1,4,1,4,32911,-22,58,6,71,-65,2,-67,0
86234184,0,1,1806,946,-8,955,0,4,4962,1,3,1,4,32911,-22,46,6,71,-65,2,-67,0
86244184,0,1,1807,946,-8,955,0,4,4962,1,4,1,4,32911,-22,59,6,71,-65,2,-67,0
86254184,0,1,1809,946,-8,955,0,4,4962,1,3,1,4,32911,-22,36,6,71,-65,2,-67,0
86264184,0,1,1808,946,-8,955,0,4,4962,1,3,1,4,32911,-22,50,6,71,-65,2,-67,0
86274198,0,1,1806,946,-8,955,0,4,4962,1,3,1,4,32911,-22,58,6,71,-65,2,-67,0
86284199,0,1,1802,946,-8,955,0,4,4962,1,2,1,4,32911,-22,37,6,71,-65,2,-67,0
86294199,0,1,1801,946,-8,955,0,4,4962,1,3,1,4,32911,-22,53,6,71,-65,2,-67,0
86304200,0,1,1798,946,-8,955,0,4,4962,1,3,1,4,32911,-22,57,6,71,-65,2,-67,0
86314187,0,1,1797,946,-8,955,0,4,4962,1,3,1,4,32911,-22,46,6,71,-65,2,-67,0
86324186,0,1,1796,946,-8,955,0,4,4962,1,4,1,4,32911,-22,57,6,71,-65,2,-67,0
86334184,0,1,1792,946,-8,955,0,4,4962,1,2,1,4,32911,-22,38,6,71,-65,2,-67,0
86344199,0,1,1789,946,-8,955,0,4,4962,1,3,1,4,32911,-22,49,6,71,-65,2,-67,0
86354201,0,1,1789,946,-8,955,0,4,4962,1,3,1,4,32911,-22,59,6,71,-65,2,-67,0
86364201,0,1,1788,946,-8,955,0,4,4962,1,0,1,4,32911,-22,39,6,71,-65,2,-67,0
86374201,0,1,1787,946,-8,955,0,4,4962,1,3,1,4,32911,-22,54,6,71,-65,2,-67,0
86384188,0,1,1782,946,-8,955,0,4,4962,1,5,1,4,32911,-22,48,6,71,-65,2,-67,0
86394187,0,1,1785,946,-8,955,0,4,4962,1,3,1,4,32911,-22,47,6,71,-65,2,-67,0
86404186,0,1,1790,946,-8,955,0,4,4962,1,4,1,4,32911,-22,60,7,71,-64,2,-66,0
86414199,0,1,1796,946,-8,955,0,4,4962,1,3,1,4,32911,-22,42,7,71,-64,2,-66,0
86424201,0,1,1797,946,-8,955,0,4,4962,1,3,1,4,32912,-22,59,7,71,-64,2,-66,0
86434202,0,1,1806,946,-8,955,0,4,4962,1,3,1,4,32912,-22,71,7,71,-64,2,-66,0
86444201,0,1,1811,946,-8,955,0,4,4962,1,2,1,4,32912,-22,56,7,71,-64,2,-66,0
